1403636624.659535170 -0.063524760 -0.079149935 0.006608681 -0.814276631 0.022177070 -0.579992073 0.008422698
1403636624.711893797 -0.009561767 -0.039993399 -0.005825971 -0.808312664 0.002185871 -0.588562313 0.014841261
1403636624.762125969 -0.007944063 -0.041851907 -0.009443326 -0.806326457 -0.002306100 -0.591249769 0.016001172
1403636624.812463045 -0.014993006 -0.048901503 -0.012810351 -0.808627929 -0.006069752 -0.588220003 0.009014350
1403636624.862692595 -0.022397692 -0.055898534 -0.012165349 -0.811051806 -0.009475683 -0.584888880 0.003190041
1403636624.912842512 -0.030117477 -0.062942667 -0.008555158 0.815221672 0.014246251 0.578961690 0.003745676
1403636624.962751865 -0.039197998 -0.069422981 -0.000067806 0.819148949 0.018778140 0.573183639 0.010143793
1403636625.012843370 -0.048859483 -0.075489535 0.010416744 0.822860828 0.021613050 0.567657744 0.014057712
1403636625.063042164 -0.059042793 -0.081598443 0.022302047 0.826614013 0.024230785 0.562020349 0.015977178
1403636625.113345861 -0.067943113 -0.085251921 0.035168778 0.829835090 0.025360113 0.557218238 0.015440953
1403636625.163460493 -0.075151198 -0.087534808 0.049038509 0.831567357 0.023560217 0.554819277 0.010780395
1403636625.213384390 -0.080217909 -0.088501685 0.063644139 0.830972726 0.022467321 0.555820790 0.006541956
1403636625.263289928 -0.084790562 -0.089115570 0.077816164 0.829091811 0.019092288 0.558765546 0.004828912
1403636625.313087940 -0.086478017 -0.089792298 0.088853449 0.827036523 0.018349608 0.561844418 0.002175184
1403636625.363022089 -0.087040281 -0.090568124 0.094736688 -0.825647874 -0.018638029 -0.563877791 0.000223217
1403636625.413232565 -0.087181137 -0.091147880 0.095049997 -0.826188059 -0.019509281 -0.563054799 0.001404351
1403636625.463208675 -0.086675519 -0.091351729 0.092126966 -0.827841128 -0.020808855 -0.560573121 0.001958118
1403636625.513096094 -0.085203330 -0.091045712 0.087254655 -0.828502793 -0.022181705 -0.559535826 0.003279346
1403636625.562861443 -0.083444676 -0.090592783 0.082765143 -0.828797153 -0.023381910 -0.559047984 0.003730519
1403636625.612531424 -0.081076210 -0.089748258 0.080848508 -0.828523635 -0.023978918 -0.559431938 0.003083014
1403636625.662558079 -0.076739576 -0.088538104 0.082786899 -0.827658501 -0.023374325 -0.560741602 0.001975400
1403636625.712496519 -0.070932578 -0.087190582 0.089730911 -0.825861464 -0.022376226 -0.563423616 0.002444666
1403636625.762615204 -0.064115907 -0.086610064 0.100203935 -0.822986942 -0.022373384 -0.567614115 0.002478033
1403636625.812580347 -0.056337098 -0.084281197 0.115340453 -0.819988724 -0.022420109 -0.571930188 0.003419206
1403636625.862578392 -0.048726160 -0.082086053 0.134449880 -0.816386819 -0.022780848 -0.577027999 0.005681853
1403636625.912595749 -0.040951829 -0.079297154 0.156376751 -0.814166468 -0.022793941 -0.580133607 0.007641788
1403636625.962594509 -0.033504219 -0.076666294 0.180357060 -0.812423231 -0.022904814 -0.582548741 0.008990406
1403636626.012595654 -0.026212049 -0.074468531 0.204641701 -0.810985634 -0.023322981 -0.584502569 0.010727815
1403636626.062626839 -0.019807499 -0.071342841 0.228020640 -0.810169037 -0.021144765 -0.585634672 0.014527956
1403636626.112606764 -0.013164313 -0.067647776 0.250777687 -0.809820588 -0.017509288 -0.586129995 0.018321282
1403636626.162589550 -0.005599538 -0.065408417 0.272509908 -0.809462270 -0.015327490 -0.586508951 0.023305605
1403636626.212548256 0.001832776 -0.064327732 0.292306530 -0.809201843 -0.013808970 -0.586699247 0.028030021
1403636626.262478113 0.008760223 -0.062912726 0.309534063 -0.809088870 -0.011508176 -0.586824095 0.029668910
1403636626.312494040 0.015561203 -0.062405296 0.322806803 -0.809118441 -0.010855129 -0.586748470 0.030589993
1403636626.362535477 0.021390750 -0.063675643 0.332086655 -0.809181300 -0.011953550 -0.586602693 0.031305220
1403636626.412542820 0.027703827 -0.065587812 0.338660684 -0.808939949 -0.013219168 -0.586966973 0.030185836
1403636626.462583303 0.033817381 -0.068534800 0.342593135 -0.808605966 -0.015736972 -0.587458037 0.028315958
1403636626.512618780 0.039087322 -0.071884895 0.345664911 -0.806792806 -0.018409229 -0.589983273 0.025810972
1403636626.562638760 0.043246939 -0.076005248 0.347869834 -0.804747510 -0.021630098 -0.592768096 0.023228624
1403636626.612638712 0.045884602 -0.080276336 0.349145630 -0.802772566 -0.024132243 -0.595441042 0.020586604
1403636626.662654161 0.047474187 -0.084538100 0.349450287 -0.801244958 -0.026059598 -0.597496387 0.018041111
1403636626.712682009 0.047784627 -0.088715552 0.348221643 -0.801507720 -0.026961027 -0.597131487 0.017101626
1403636626.762700081 0.046828880 -0.092767777 0.345763241 -0.802942948 -0.027879732 -0.595158201 0.017089742
1403636626.812705994 0.044735341 -0.096770974 0.342322332 -0.804650100 -0.028605157 -0.592809878 0.017216556
1403636626.862714529 0.041829123 -0.100722005 0.337785089 -0.806863258 -0.029405341 -0.589751747 0.017317188
1403636626.912707090 0.038115951 -0.104641379 0.332553828 -0.809360250 -0.030232167 -0.586276609 0.017370669
1403636626.962693691 0.033992327 -0.108691865 0.326623016 -0.812128930 -0.031269967 -0.582395906 0.016846357
1403636627.012689829 0.029422182 -0.112748709 0.320119217 -0.814680217 -0.031889822 -0.578791335 0.016726399
1403636627.062682152 0.024858826 -0.116715589 0.314100900 -0.816973404 -0.032396903 -0.575530199 0.016428303
1403636627.112680912 0.020364729 -0.120252147 0.309886208 -0.819750388 -0.033145252 -0.571519245 0.016626649
1403636627.162681341 0.016278627 -0.123781181 0.309506807 -0.819116442 -0.033380354 -0.572394898 0.017265226
1403636627.212623358 0.012627139 -0.127229864 0.312044435 -0.817538924 -0.034354162 -0.574587545 0.017293104
1403636627.262517691 0.009556244 -0.130734194 0.317172587 -0.815158293 -0.034646225 -0.577938974 0.017410896
1403636627.312507391 0.006247182 -0.134259339 0.324493863 -0.813149399 -0.034399595 -0.580734655 0.018761204
1403636627.362541437 0.003139098 -0.137786411 0.333684446 -0.812313362 -0.033539943 -0.581928828 0.019517025
1403636627.412552595 -0.000355333 -0.141389546 0.344811181 -0.812073410 -0.032753810 -0.582280442 0.020333510
1403636627.462563276 -0.004183756 -0.145118838 0.358111161 -0.811450259 -0.031528770 -0.583182394 0.021276963
1403636627.512621164 -0.007812721 -0.149218925 0.370689896 -0.812118143 -0.028793268 -0.582400985 0.021075167
1403636627.562648773 -0.011923011 -0.153976584 0.380172954 -0.812723689 -0.025024855 -0.581780414 0.019634446
1403636627.612649679 -0.016641088 -0.158809339 0.385413305 -0.813595599 -0.021482382 -0.580778284 0.017242214
1403636627.662642956 -0.021322503 -0.163911354 0.386278248 -0.815421898 -0.018842048 -0.578362441 0.015132498
1403636627.712596178 -0.026249875 -0.169610160 0.383409550 -0.818292594 -0.015537525 -0.574461813 0.012224619
1403636627.762568235 -0.030670149 -0.175936065 0.378446801 -0.821879119 -0.011386480 -0.569484619 0.008504755
1403636627.812571287 -0.034399854 -0.182458087 0.372679550 -0.825145584 -0.006940152 -0.564860842 0.004339156
1403636627.862583399 -0.037490296 -0.189377390 0.366454526 0.828229314 0.001679323 0.560386701 0.000358284
1403636627.912632942 -0.039716178 -0.195937402 0.361206292 0.831131512 -0.002488873 0.556052551 0.004446995
1403636627.962768555 -0.040057120 -0.202406137 0.357982444 0.832749503 -0.005758473 0.553559451 0.008187766
1403636628.012912512 -0.038612341 -0.208718829 0.357084677 0.833464082 -0.008788470 0.552384516 0.011477529
1403636628.063082218 -0.034645347 -0.214797413 0.359702542 0.832408253 -0.011888472 0.553858523 0.013996484
1403636628.113200665 -0.029876928 -0.220695053 0.365924496 0.828911549 -0.014951287 0.558955582 0.015835411
1403636628.163261414 -0.023993338 -0.226330622 0.374592159 0.823903413 -0.018323358 0.566192869 0.016524376
1403636628.213329315 -0.018160827 -0.231406047 0.385190506 0.819236933 -0.021610739 0.572803938 0.016717410
1403636628.263328314 -0.011804554 -0.237135363 0.396343714 0.815615995 -0.025373430 0.577840792 0.015058478
1403636628.313317537 -0.005871816 -0.243046227 0.408377666 0.813081046 -0.029043970 0.581297792 0.012187598
1403636628.363313913 -0.000140346 -0.249541992 0.420786850 0.811993450 -0.031402616 0.582726443 0.010507398
1403636628.413317919 0.004999783 -0.256635526 0.432812856 0.811676271 -0.033349920 0.583085481 0.008985356
1403636628.463315725 0.009624631 -0.263970433 0.443830393 0.811639231 -0.034506273 0.583084270 0.007988073
